X,Y,id,Servizio,icon_url
14.6648784809495,41.5533203875909,"1",Casa dello Studente,./0.png
14.6644785201947,41.5537672710907,"2",Palestra d'Ateneo CUS Molise,./0.png
14.6636810894397,41.5541773400707,"3",CUS Molise,./0.png
14.6634568067841,41.5538914737012,"4",PalaUnimol,./0.png
14.6164297919599,41.5486894513751,"6",Collegio Medico,./0.png
14.6644139954824,41.5535941259407,"5",Biblioteca Di Ateneo - Sede Centrale,./0.png
14.9897514507481,42.0041345329049,"7",Biblioteca Di Termoli,./0.png
14.2654120199106,41.6072238384483,"8",Biblioteca di Pesche,./0.png
