X,Y,id,Ufficio,icon_url
14.6655271124134,41.5536537366094,"1",Aula Magna,./0.png
14.6694442986759,41.5539695449809,"2","Servizio Mensa; E.S.U. Molise; Ufficio tasse e contributi; Segreteria studenti",./0.png
14.6691209221948,41.5469501271965,"3",Laboratorio Strega,./0.png
14.6660918387887,41.5538413426022,"3",Rettorato,./0.png
